station,catchment-no,district,latitude,longitude
mundawar-nan,403.0,nan,"270 52"" N","760 33"" E"
neemrana-nan,403.0,nan,"280 00"" N","760 23"" E"
rajgarh-nan,403.0,nan,"270 14"" N","760 37"" E"
ramgarh-nan,403.0,nan,"270 35"" N","760 49"" E"
tapukara-nan,403.0,nan,"280 03"" N","760 51"" E"
thanagaji-nan,403.0,nan,"270 24"" N","760 19"" E"
tijara-nan,403.0,nan,"270 57"" N","760 51"" E"
alwar (a)-nan,403.0,nan,"270 30"" N","760 35"" E"
ajabgarh-nan,,nan,,
siliseth-nan,,nan,,
sodawas-nan,,nan,,
mangalsar-nan,,nan,,
jaisamad-nan,,nan,,
alwar-alwar,403.0,alwar,2734,7636
kishangarh bas-nan,403.0,nan,2749,7643
mandawar-nan,403.0,nan,2752,7633
laxmangarh-nan,403.0,nan,2722,7652
tijara-nan,403.0,nan,2757,7651
nimarana-nan,403.0,nan,2800,7623
govindgarh-nan,403.0,nan,2730,7700
kotkasim-nan,403.0,nan,2802,7643
ramgarh-nan,403.0,nan,2735,7649
malakhera-nan,403.0,nan,2723,7638
kathumar-nan,403.0,nan,2720,7703
thanagazi-nan,403.0,nan,2724,7619
behrod-nan,403.0,nan,2753,7617
bansur-nan,403.0,nan,2742,7621
tapukara-nan,403.0,nan,2803,7651
aiwar(a)-nan,403.0,nan,2730,7635
rajgarh-nan,403.0,nan,2714,7637
ajabgarh-nan,,nan,,
sodawas-nan,,nan,,
siliserh-nan,,nan,,
mangalsar-nan,,nan,,
alwar (a)-alwar,403.0,alwar,2734,7636
kishangarh bas-nan,403.0,nan,2749,7643
mandawar-nan,403.0,nan,2752,7633
laxmangarh-nan,403.0,nan,2722,7652
tijara-nan,403.0,nan,2757,7651
nimarana-nan,403.0,nan,2800,7623
govindgarh-nan,403.0,nan,2730,7700
kotkasim-nan,403.0,nan,2802,7643
ramgarh-nan,403.0,nan,2735,7649
malakhera-nan,403.0,nan,2723,7638
kathumar-nan,403.0,nan,2720,7703
thanagazi-nan,403.0,nan,2724,7619
behrod-nan,403.0,nan,2753,7617
bansur-nan,403.0,nan,2742,7621
tapukara-nan,403.0,nan,2803,7651
aiwar-nan,403.0,nan,2730,7635
rajgarh-nan,403.0,nan,2714,7637
ajabgarh-nan,,nan,,
ajabgarh (a)-nan,,nan,,
sodawas-nan,,nan,,
siliserh-nan,,nan,,
mangalsar-nan,,nan,,
alwar-alwar,403.0,alwar,270 34' N,760 36' E
bansur-nan,403.0,nan,270 42' N,760 21' E
behrod-nan,403.0,nan,270 53' N,760 17' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
kishangarh bas-nan,403.0,nan,270 49' N,760 43' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
malakhera-nan,403.0,nan,270 23' N,760 38' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
tapukara-nan,403.0,nan,280 03' N,760 51' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
tijara-nan,403.0,nan,270 57' N,760 51' E
ajabgarh *-alwa4r,,alwa4r,,
siliseth *-nan,,nan,270 31' N,760 33'E
sodawas*-nan,,nan,270 54' N,760 11' E
alwar (imd)-nan,,nan,270 30' N,760 35'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
bansur-nan,403.0,nan,270 42' N,760 21' E
behrod-nan,403.0,nan,270 53' N,760 17' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
kishangarh bas-nan,403.0,nan,270 49' N,760 43' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
malakhera-nan,403.0,nan,270 23' N,760 38' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
tapukara-nan,403.0,nan,280 03' N,760 51' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
tijara-nan,403.0,nan,270 57' N,760 51' E
siliseth *-nan,,nan,270 31' N,760 33'E
sodawas*-nan,,nan,270 54' N,760 11' E
alwar (imd)-nan,,nan,270 30' N,760 35'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
bansur-nan,403.0,nan,270 42' N,760 21' E
behrod-nan,403.0,nan,270 53' N,760 17' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
kishangarh bas-nan,403.0,nan,270 49' N,760 43' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
malakhera-nan,403.0,nan,270 23' N,760 38' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
tapukara-nan,403.0,nan,280 03' N,760 51' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
tijara-nan,403.0,nan,270 57' N,760 51' E
bahadurpur-nan,,nan,,
ajabgarh *-nan,,nan,,
siliseth *-nan,,nan,270 31' N,760 33'E
sodawas*-nan,,nan,270 54' N,760 11' E
alwar (imd)-nan,,nan,270 30' N,760 35'E
jaisamand *-alwar,,alwar,270 29' N,760 30'E
magalsar *-alwar,,alwar,270 14' N,760 26'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
bansur-nan,403.0,nan,270 42' N,760 21' E
behrod-nan,403.0,nan,270 53' N,760 17' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
kishangarh bas-nan,403.0,nan,270 49' N,760 43' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
malakhera-nan,403.0,nan,270 23' N,760 38' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
tapukara-nan,403.0,nan,280 03' N,760 51' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
tijara-nan,403.0,nan,270 57' N,760 51' E
siliseth *-nan,,nan,270 31' N,760 33'E
sodawas*-nan,,nan,270 54' N,760 11' E
alwar (imd)-nan,,nan,270 30' N,760 35'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
bansur-nan,403.0,nan,270 42' N,760 21' E
behrod-nan,403.0,nan,270 53' N,760 17' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
kishangarh bas-nan,403.0,nan,270 49' N,760 43' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
malakhera-nan,403.0,nan,270 23' N,760 38' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
tapukara-nan,403.0,nan,280 03' N,760 51' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
tijara-nan,403.0,nan,270 57' N,760 51' E
alwar (imd)-nan,,nan,,
ajabgarh *-nan,,nan,,
siliseth *-nan,,nan,270 31' N,760 33'E
sodawas*-nan,,nan,270 54' N,760 11' E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
kishangarh-nan,403.0,nan,270 42' N,760 21' E
mandawar-nan,403.0,nan,270 53' N,760 17' E
laxmangarh-nan,403.0,nan,270 30' N,770 00' E
tijara-nan,403.0,nan,270 20' N,770 03' E
neemrana-nan,403.0,nan,270 49' N,760 43' E
govindgarh-nan,403.0,nan,280 02' N,760 43' E
kotkasim-nan,403.0,nan,270 22' N,760 52' E
ramgarh-nan,403.0,nan,270 23' N,760 38' E
malakhera-nan,403.0,nan,270 52' N,760 33' E
kathumer-nan,403.0,nan,280 00' N,760 23' E
thanagaji-nan,403.0,nan,270 14' N,760 37' E
behrod-nan,403.0,nan,27035' N,760 49'E
bansur-nan,403.0,nan,280 03' N,760 51' E
tapukra-nan,403.0,nan,270 24' N,760 19' E
alwar (imd)-nan,403.0,nan,270 57' N,760 51' E
rajgarh-nan,,nan,,
ajabgarh *-nan,,nan,,
sodawas*-nan,,nan,270 31' N,760 33'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
kishangarh-nan,403.0,nan,270 49' N,760 43' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
tijara-nan,403.0,nan,270 57' N,760 51' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
malakhera-nan,403.0,nan,270 23' N,760 38' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
behrod-nan,403.0,nan,270 53' N,760 17' E
bansur-nan,403.0,nan,270 42' N,760 21' E
tapukara-nan,403.0,nan,280 03' N,760 51' E
alwar (a) *-nan,,nan,270 30' N,760 35'E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ajabgarh *-nan,,nan,,
sodawas*-nan,,nan,270 54' N,760 11' E
siliseth *-nan,,nan,270 31' N,760 33'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
kishangarh-nan,403.0,nan,270 49' N,760 43' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
tijara-nan,403.0,nan,270 57' N,760 51' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
malakhera-nan,403.0,nan,270 23' N,760 38' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
behrod-nan,403.0,nan,270 53' N,760 17' E
bansur-nan,403.0,nan,270 42' N,760 21' E
tapukara-nan,403.0,nan,280 03' N,760 51' E
alwar (a) *-nan,,nan,270 30' N,760 35'E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ajabgarh *-nan,,nan,270 14' N,
sodawas*-nan,,nan,270 54' N,760 11' E
siliseth *-nan,,nan,270 31' N,760 33'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
kishangarh-nan,403.0,nan,270 49' N,760 43' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
tijara-nan,403.0,nan,270 57' N,760 51' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
malakhera-nan,403.0,nan,270 23' N,760 38' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
behrod-nan,403.0,nan,270 53' N,760 17' E
bansur-nan,403.0,nan,270 42' N,760 21' E
tapukara-nan,403.0,nan,280 03' N,760 51' E
alwar (a) *-nan,,nan,270 30' N,760 35'E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ajabgarh *-nan,,nan,,
sodawas*-nan,,nan,270 54' N,760 11' E
siliseth *-nan,,nan,270 31' N,760 33'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
kishangarh-nan,403.0,nan,270 49' N,760 43' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
tijara-nan,403.0,nan,270 57' N,760 51' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
malakhera-nan,403.0,nan,270 23' N,760 38' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
behrod-nan,403.0,nan,270 53' N,760 17' E
bansur-nan,403.0,nan,270 42' N,760 21' E
tapukara-nan,403.0,nan,280 03' N,760 51' E
alwar (a) *-alwar,,alwar,270 30' N,760 35'E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ajabgarh *-alwar,,alwar,,
sodawas*-nan,,nan,270 54' N,760 11' E
siliseth *-nan,,nan,270 31' N,760 33'E
alwar-alwar,403.0,alwar,270 34' N,760 36' E
kishangarh-nan,403.0,nan,270 49' N,760 43' E
mundawar-nan,403.0,nan,270 52' N,760 33' E
laxmangarh-nan,403.0,nan,270 22' N,760 52' E
tijara-nan,403.0,nan,270 57' N,760 51' E
neemrana-nan,403.0,nan,280 00' N,760 23' E
govindgarh-nan,403.0,nan,270 30' N,770 00' E
kotkasim-nan,403.0,nan,280 02' N,760 43' E
ramgarh-nan,403.0,nan,27035' N,760 49'E
malakhera-nan,403.0,nan,270 23' N,760 38' E
kathumbar-nan,403.0,nan,270 20' N,770 03' E
thanagaji-nan,403.0,nan,270 24' N,760 19' E
behrod-nan,403.0,nan,270 53' N,760 17' E
bansur-nan,403.0,nan,270 42' N,760 21' E
tapukara-nan,403.0,nan,280 03' N,760 51' E
alwar (a) *-nan,,nan,270 30' N,760 35'E
rajgarh-nan,403.0,nan,270 14' N,760 37' E
ajabgarh *-alwar,,alwar,,
sodawas*-nan,,nan,270 54' N,760 11' E
siliseth *-nan,,nan,270 31' N,760 33'E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh bas-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
ramgarh-alwar,403.0,alwar,27035' N,76049'E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
alwar (a)-alwar,403.0,alwar,27034' N,76036' E
rajgarh-alwar,403.0,alwar,27014' N,76037' E
ajabgarh *-alwar,,alwar,,
sodawas *-alwar,,alwar,27054' N,76011' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
ramgarh-alwar,403.0,alwar,27035' N,76049'E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
alwar (a) *-alwar,,alwar,27030' N,76035'E
rajgarh-alwar,403.0,alwar,27014' N,76037' E
ajabgarh *-alwar,,alwar,,
sodawas*-alwar,,alwar,27054' N,76011' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
ramgarh-alwar,403.0,alwar,27035' N,76049'E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
alwar (a) *-alwar,,alwar,27030' N,76035'E
rajgarh-alwar,403.0,alwar,27014' N,76037' E
ajabgarh *-alwar,,alwar,,
sodawas*-alwar,,alwar,27054' N,76011' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
ramgarh-alwar,403.0,alwar,27035' N,76049'E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
alwar (a) *-alwar,,alwar,27030' N,76035'E
rajgarh-alwar,403.0,alwar,27014' N,76037' E
ajabgarh *-alwar,,alwar,,
sodawas*-alwar,,alwar,27054' N,76011' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
ramgarh-alwar,403.0,alwar,27035' N,76049'E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
alwar (a) *-alwar,,alwar,27030' N,76035'E
rajgarh-alwar,403.0,alwar,27014' N,76037' E
ajabgarh *-alwar,,alwar,,
sodawas*-alwar,,alwar,27054' N,76011' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar-alwar,403.0,alwar,27034' N,76036' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
ramgarh-alwar,403.0,alwar,27035' N,76049'E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
rajgarh-alwar,403.0,alwar,27014' N,76037' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
alwar (a) *-alwar,,alwar,27030' N,76035'E
siliseth *-alwar,,alwar,27054' N,76011' E
sodawas*-alwar,,alwar,27031' N,76033'E
alwar (a)-alwar,403.0,alwar,27034' N,76036' E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
rajgarh-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
ramgarh-alwar,403.0,alwar,27034' N,76036' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar (a)-alwar,403.0,alwar,27034' N,76036' E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
rajgarh-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
ramgarh-alwar,403.0,alwar,27034' N,76036' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar (a)-alwar,403.0,alwar,27034' N,76036' E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
rajgarh-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
ramgarh-alwar,403.0,alwar,27034' N,76036' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar (a)-alwar,403.0,alwar,27034' N,76036' E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
rajgarh-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
ramgarh-alwar,403.0,alwar,27034' N,76036' E
siliseth *-alwar,,alwar,27031' N,76033'E
alwar(a)-alwar,,alwar,,
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
rajgarh-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
malakhera-alwar,403.0,alwar,28000' N,76023' E
kathumar-alwar,403.0,alwar,27030' N,77000' E
thanagaji-alwar,403.0,alwar,28002' N,76043' E
bahror-alwar,403.0,alwar,27030' N,77000' E
bansur-alwar,403.0,alwar,28002' N,76043' E
tapukara-alwar,403.0,alwar,27030' N,77000' E
ramgarh-alwar,403.0,alwar,28002' N,76043' E
alwar (a)-alwar,403.0,alwar,27034' N,76036' E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
rajgarh-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
ramgarh-alwar,403.0,alwar,27034' N,76036' E
alwar (a)-alwar,403.0,alwar,27034' N,76036' E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
rajgarh-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
bansur-alwar,403.0,alwar,27042' N,76021' E
tapukara-alwar,403.0,alwar,28003' N,76051' E
ramgarh-alwar,403.0,alwar,27034' N,76036' E
alwar-alwar,403.0,alwar,27034' N,76036' E
kishangarh-alwar,403.0,alwar,27049' N,76043' E
mundawar-alwar,403.0,alwar,27052' N,76033' E
laxmangarh-alwar,403.0,alwar,27022' N,76052' E
tijara-alwar,403.0,alwar,27057' N,76051' E
rajgarh-alwar,403.0,alwar,27057' N,76051' E
neemrana-alwar,403.0,alwar,28000' N,76023' E
govindgarh-alwar,403.0,alwar,27030' N,77000' E
kotkasim-alwar,403.0,alwar,28002' N,76043' E
malakhera-alwar,403.0,alwar,27023' N,76038' E
kathumbar-alwar,403.0,alwar,27020' N,77003' E
thanagaji-alwar,403.0,alwar,27024' N,76019' E
behrod-alwar,403.0,alwar,27053' N,76017' E
